Type de panne;Durée arrêt (h);Résumé intervention;Date intervention;Désignation;Date demande;Cause;Coût matériel;Organe;[Pièce].Désignation;[Pièce].Référence;[Pièce].Quantité;[Pièce].Prix total
Mécanique;10,58333;Changement pince de changement d'outils;29/05/2024;machine1;29/05/2024 05:25;BLOCAGE CHANGEMENT D'OUTIL;294,15;063-Bras changeur d'outils;RESSORT TR17*60;M-RESS0006;2.0;100,34
Mécanique;10,58333;Changement pince de changement d'outils;29/05/2024;machine1;29/05/2024 05:25;BLOCAGE CHANGEMENT D'OUTIL;294,15;063-Bras changeur d'outils;PIN;M-M0111;1.0;179,52
Mécanique;10,58333;Changement pince de changement d'outils;29/05/2024;machine1;29/05/2024 05:25;BLOCAGE CHANGEMENT D'OUTIL;294,15;063-Bras changeur d'outils;PIN 7*22.4;M-M0112;1.0;14,29
Mécanique;0,51667;Reglage de la postion du capteur de serrage sans outil / nettoyage du connecteur de capteur de serrage sans outil ;28/05/2024;machine3;28/05/2024 01:24;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;1;Nettoyage du circuit d'arrosage normal / nettoyages des filtres et reservoir du convoyeur / nettoyage pompe d'arrosage normal ;28/05/2024;machine3;28/05/2024 17:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;0,91667;Nettoyage de la porte de changement d'outil ;28/05/2024;machine1;28/05/2024 14:20;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Programme;0,33333;Augmentation du rapid de la machine / parametre 4001:( X=30000 Y=30000 Z=30000)=>( X=40000 Y=40000 Z=40000);28/05/2024;machine6;28/05/2024 16:40;PROBLEME INFORMATIQUE;0;06-Changement d'outils;;;;
Arrosage;3,83333;Nettoyage du circuit d'arrosage centre / netoyer le limiteur de pression / reglage de capteur de pression ;28/05/2024;machine6;28/05/2024 14:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,33333;Nettoyage de la pompe et filtre du convoyeur ;28/05/2024;machine6;28/05/2024 01:00;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;928;Démontage partie electrique + hydro + pneum +refroidissement de broche + démontage broche + montage nouvelle broche + montage parti hydr et pneu et elec + refroidissement broche + verification fuite + vidange grp refroi + prendre M19 Ok + verificatio;28/05/2024;machine1;28/05/2024 14:00;CHOC;18000;01-Broche ;BROCHE NMV;M-ELB0004;1.0;18000
Arrosage;4;Changement filtre d'arrosage au centre + déblocage porte de changement palette ;28/05/2024;machine4;28/05/2024 12:30;PROBLEME D'ARROSAGE;332,64;04-Groupe d'arrosage;FILTER ELEMENT d'arrosage au centre DA-300  (Z476Z0500270 FILTER ELEMENT);M-F0040;1.0;332,64
Mécanique;188,5;Verification hydraulique machine tourelle / verification des outils tournates tourelle /fabrication d'un nouveau drive shaft / changement du roulement drive shaft ;27/05/2024;machine5;27/05/2024 17:30;PROBLEME DE LA TOURELLE ;0;08-Tourelle;;;;
Mécanique;265,5;Correction geo plan X/Z (X=+0.05 Z=0) apres X/Z (X=+0.007 Z=0.001) / correction geo de table B90°, C90°: +0.03 apres -0.002mm / correction geo table B90 C0: -0.03mm apres 0 / correction geo plan ZY: (Y=0 Z=0.045) apres=> (Y=-0.003 Z=-0.01mm) / correc;27/05/2024;machine2;24/06/2024 18:30;DECALAGE POSITION AXE;0;02-Axes ;;;;
Mécanique;0,33333;Reparation de la souflette de l'air ;27/05/2024;machine2;27/05/2024 22:30;FUITE D'AIR;0;08-Système pneumatique ;;;;
Mécanique;0,5;Enlever l'outil de la broche et du magasin / retour de l'origine ATC en mode manuelle ;27/05/2024;machine2;27/05/2024 12:20;BLOCAGE CHANGEMENT D'OUTIL;0;06-changement d'outil;;;;
Mécanique;20,25;Retour a l'etat initial du changement d'outils ;27/05/2024;machine4;26/05/2024 11:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;0,41667;Nettoyage du filtre arrosage centre / verification circuit / nettoyage clapet antiretour ;27/05/2024;machine3;27/05/2024 15:30;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;0,5;Reglage de la temperature a l'aide du regulateur / nettoyage de la sonde ;27/05/2024;machine3;27/05/2024 19:00;TEMPERATURE HORS TOLERANCE;0;01-Broche ;;;;
Arrosage;6,75;Nettoyage de la pompe d'arrosage normal ;27/05/2024;machine1;27/05/2024 01:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,5;Nettoyage de la pompe d'arrosage / nettoayge des filtres du convoyeur ;27/05/2024;machine6;27/05/2024 17:20;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Hydraulique;1,75;Vidange du 4 eme 5 eme axe / nettoyage de la pompe + circuit + filtre / remplissage du reservoir 4eme 5 eme axe / amorssage du circuit ;27/05/2024;machine3;27/05/2024;PROBLEME DE LUBRIFICATION;0;02-Axes;;;;
Mécanique;10,66667;Demontage du protecteur d'axe Z / reparation protecteur d'axe Z / nettoyage du vis a bille d'axe Z protecteur / montage protecteur d'axe Z / mettre la graisse ;27/05/2024;machine2;27/05/2024 23:00;BLOCAGE PROTECTEUR;0;023-Axe Z;;;;
Arrosage;0,5;Nettoyage de la pompe d'arrosage du convoyeur ;27/05/2024;machine6;27/05/2024 12:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;241,5;Voir fichier;27/05/2024;machine2;24/05/2024 18:30;CHOC;0;02-Axes ;;;;
Mécanique;12,83333;Prendre l'origine de MG d'outil / retour a l'etat initial de l'ATC ;26/05/2024;machine1;26/05/2024 18:45;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;14,08333;Nettoyage de la porte de la COA du changement d'outil  / retour de la porte a l'etat initiale;25/05/2024;machine1;25/05/2024 18:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,7;Remplacements des pots de cote broche a cote magasin / retour l'etat initiale du magasin changement d'outil ;25/05/2024;machine1;25/05/2024 09:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,33333;Demande a l'operateur de changement de tirette ;25/05/2024;machine6;25/05/2024 01:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;0,58333;Changement du filtre arrosage centre ;24/05/2024;machine2;24/05/2024 17:25;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;3,91667;Reprendre le centre plateau d'axe X +279.980(valeur ancienne)=>280.001(valeur corrige);24/05/2024;machine6;24/05/2024 08:00;DECALAGE POSITION AXE;0;021-Axe X;;;;
Pneumatique;0,58333;Elimination du fuite d'air ;24/05/2024;machine3;24/05/2024 10:30;FUITE D'AIR;0;08-Système pneaumatique;;;;
Arrosage;6;Démontage de la broche + vérification joint tournant d'arrosage au centre +montage broche + changement capteur de serrage et desserage d'outil;24/05/2024;machine3;24/05/2024 06:50;PROBLEME D'ARROSAGE;20;04-Groupe d'arrosage;(JOINT TOURNANT DEUBLIN 1129-584)BAGUE D'ETANCHEITE A LEVRE EN PTFE 18X30X7;M-JT0008;1.0;20
Arrosage;1;Nettoyage l'outil et filtre d'arrosage au centre + amorçage de la pompe d'arrosage au centre ;24/05/2024;machine3;24/05/2024 07:30;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;0,5;Verification de l'etat de frein d'axe B ;23/05/2024;machine2;23/05/2024 19:50;BLOCAGE AXES PRINCIPAUX;0;0241-Axe B;;;;
Mécanique;0,36667;Verifier le circuit de refroidissement  / serrage d'un raccord d'amorcage de la pompe / remplissage du reservoire ;23/05/2024;machine3;23/05/2024 09:02;FUITE LIQUIDE REFRIGERANT;0;09-Groupe frigorifique;;;;
Mécanique;0,41667;Nettoyage d'emplacement palettes  ;23/05/2024;machine1;23/05/2024 15:05;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;1,83333;Vidange et nettoyage réservoir de 4ème et 5ème Axe + Changement raccord de la pompe 4ème et 5ème Axe + Reglage pressostat + Remplissage réservoir de 4ème et 5ème Axe ;23/05/2024;machine3;23/05/2024 08:40;BLOCAGE AXES PRINCIPAUX;0;02-Axes;;;;
Mécanique;0,55;Vérification la broche (rotation) + Reset power de la machine + Demande à l'opérateur pour changer l'outil;23/05/2024;machine3;23/05/2024 11:00;BROCHE HS : BLOQUEE;0;01-Broche ;;;;
Mécanique;0,83333;Réparation e fixation la porte de changement de palettes;23/05/2024;machine6;23/05/2024 05:55;BLOCAGE PORTE MACHINE / MAGASIN OUTIL;0;033-Equipements divers;;;;
Mécanique;1,08333;Outil trop lourd / pince degrade pour porter l'outil demandee;22/05/2024;machine1;22/05/2024 05:15;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;66,5;Correction decalge d'axe B normale (-0.07 +0.17)(-0.14 +0.08)=>(0 +0.11)(-0.09 0) / correction decalage d'axe B indixer (0 0.1)(-0.04 +0.08)=>(0 0.06)(0.02 0.07) / lancement du 3D quick set / modification du PRZP Xn=-0.06mm Zn=+0.03mm Xind = + 0.01mm;22/05/2024;machine3;22/05/2024 06:00;DECALAGE POSITION AXE;0;02-Axes;;;;
Mécanique;342;Changement broche +modification MRZP: X= +0.025MM Y=-0.038mm Z=+0.125mm;22/05/2024;machine2;22/05/2024 10:00;BROCHE HS : BLOQUEE;6750;01-Broche;BROCHE HAAS UMC ;M-ELB0009;1.0;6750
Electrique;10,91667;Nettoyage du connecteur de codeur poassif d'axe C + cérification axe C + mettre un coup de silicone ;22/05/2024;machine3;22/05/2024 09:50;BLOCAGE AXES PRINCIPAUX;23,24;0242-Axe C;JOINT TORIQUE AXE B 380*5*NBR*70SH;M-J0013;1.0;23,24
Hydraulique;0,5;Controle fuite circuit de serrage /desserrage pince + Remplir groupe hydraulique ;22/05/2024;machine1;22/05/2024 23:00;FUITE D'HUILE;0;051-Groupe hydraulique;;;;
Mécanique;0,45;Retour à l'état initial de bras de changement d'outils;22/05/2024;machine10;22/05/2024 20:08;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outil;;;;
Mécanique;0,25;Retour a l'état initial de la CPA + Lancement changement de palette;22/05/2024;machine1;22/05/2024 01:50;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;1,16667;Vérifier l'état position de CPA + Nettoyé crémaillère de changement de palette;22/05/2024;machine1;22/05/2024 17:30;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;1,5;Restauration des conditions de changement de palette + Elimination de l'erreur du ventilateur du variateur d'axe C + Remontage cu carter;22/05/2024;machine1;22/05/2024 05:45;BLOCAGE CHANGEMENT D'OUTIL;0;07-Changeur de palettes;;;;
Arrosage;0,41667;Nettoyage pompe d'arrosage + nettoyage les filtres de convoyeur ;22/05/2024;machine6;22/05/2024 00:20;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;0,25;Retour palette à l'état initial + Lancement changement palette;21/05/2024;machine1;21/05/2024 08:50;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Arrosage;3,83333;Changement filtre d'arrosage au centre + nettoyé le circuit et filtre d'arrosage centre + Nettoyé bac d'huile de coupeaux + Vérification pressostat de pression d'arrosage centre + netoyage la pompe d'arrosage au centre + Basculé la pompe d'arrosage c;21/05/2024;machine2;21/05/2024 06:10;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Arrosage;0,61667;Basculer la pompe d'arrosage centre (UMC2-->UMC3);21/05/2024;machine2;21/05/2024 09:23;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Arrosage;0,5;Nettoyage pompe d'arrosage convoyeur + Nettoyage les filtres de convoyeur  ;21/05/2024;machine6;21/05/2024 20:00;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;0,66667;Remplissage convoyeur et réservoir d'arrosage ;21/05/2024;machine5;21/05/2024 08:12;BLOCAGE DE CONVOYEUR A COPEAUX;0;042-convoyeur de copeaux;;;;
Mécanique;0,25;Retour à l'état initial  CPA;21/05/2024;machine1;21/05/2024;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;0,16667; Retour à l'état initial de Changement de palette;20/05/2024;machine1;20/05/2024 20:00;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;2,16667;Nettoyage des capteurs de proximité + Réstoré la position d'origina de magasin outil;20/05/2024;machine1;20/05/2024 06:50;BLOCAGE PORTE MACHINE / MAGASIN OUTIL;0;061-Magasin d'outils;;;;
Arrosage;1;Nettoyage les pompes d'arrosage normal et au centre + Vidange réservoir d'arrosage ;20/05/2024;machine2;20/05/2024 15:50;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Arrosage;0,5;Eliminer les fuites d'arrosage + Nettoyage du circuit de retour d'arrosage ;20/05/2024;machine3;20/05/2024 09:00;FUITE LIQUIDE D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;2,41667;Changement flixeble d'arrosage normal + Eleminer fuite d'arrosage et vérification  fonctionnement d'arrosage normal + Nettoyage circuit de retour d'arrosage ;20/05/2024;machine3;20/05/2024 11:15;FUITE LIQUIDE D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;2,08333;Remplissage du réservoir serrage déserrage outil + Ajustement de raccord air pour le nettoyage + Centrace de la position de changement outil;20/05/2024;machine3;20/05/2024 09:55;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,16667;Monter post outil T113 correct ;20/05/2024;machine1;20/05/2024 14:30;BLOCAGE PORTE MACHINE / MAGASIN OUTIL;0;061-Magasin d'outils;;;;
Mécanique;4,91667;Vérfication moteur et le mouvement de convoyeur + Vérification le fonctionnement de convoyeur (sens avant et arrière);20/05/2024;machine6;20/05/2024 02:00;BLOCAGE DE CONVOYEUR A COPEAUX;0;042-Convoyeur de copeaux;;;;
Mécanique;10,16667;Alignement du stylet mécaniquement + Alignement du stylet à l'aide du bras et comparateur + L'ancement de calibration ;19/05/2024;machine1;19/05/2024 06:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;1,91667;Nettoyage la pompe d'arrosage normal;19/05/2024;machine1;19/05/2024 06:30;FUITE LIQUIDE D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;0,5;Serrage les vise de switche du porte + Desserage carter du porte;19/05/2024;machine6;19/05/2024 11:35;BLOCAGE PORTE MACHINE / MAGASIN OUTIL;0;033-Equipements divers;;;;
Mécanique;275,5;Faire le controle geo /  geo machine : correction geo d'axe Z(0.1mm=>0.016) coreection circularite chunk (0°_0 / 90°_0.07 / 180°_-0.051 / 270_-0.47)=>(0°_0 / 90°_-0.011 / 180°_-0.007 / 270_-0.02) lancement du MRZP X_0.11 Y_-0.03 Z_-0.08 lancement de ;18/05/2024;machine2;18/05/2024;DECALAGE POSITION AXE;0;02-Axes ;;;;
Mécanique;2;Débloqué la sécurité de la palette par téléphone pour faire retourner la palette à l'origine;18/05/2024;machine1;18/05/2024 16:00;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;0,58333;Retour CPA en état initial + Redemerrer la machine pour rénitialisation l'alarme a cause d'un choc de fourchette de CPA;18/05/2024;machine1;18/05/2024 10:20;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Arrosage;0,38333;Nettoyage pompe d'arrosage ;18/05/2024;machine6;18/05/2024 11:27;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;0,5;Retour à l'état initial de CPA;17/05/2024;machine1;17/05/2024 11:50;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Arrosage;0,83333;Nettoyage filtre d'arrosage centre + Vérification le fonctionnement d'arrosage centre;17/05/2024;machine1;17/05/2024 15:30;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;2,58333;Démontage protecteur d'axe Z + Réparation protecteur téles-copique D'axe Z + Nettoyage  et montage protecteur d'axe Z + Essayage mouvement D'axe  Z;17/05/2024;machine2;17/05/2024 14:10;BLOCAGE PROTECTEUR;0;023-Axe Z;;;;
Arrosage;0,75;Nettoyage pompe de récuperation d'arrosage à réservoir d'arrosage au centre;17/05/2024;machine1;17/05/2024 22:50;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,33333;Nettoyage pompe d'arrosage ;17/05/2024;machine6;17/05/2024 08:30;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;0,83333;Remplissage réservoir de groupe hydraulique + Retour à l'état initial de changement d'outils;17/05/2024;machine3;17/05/2024 02:40;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Electrique;2,16667;Vérifier l'état de pressosat + Réglage pression de pressostat;16/05/2024;machine2;16/05/2024 22:30;BLOCAGE AXES PRINCIPAUX;0;02-Axes ;;;;
Mécanique;0,66667;Remettere les fourche a l'état inital + Retour CPA en état initial;16/05/2024;machine1;16/05/2024 16:40;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Arrosage;0,41667;Nettoyage pompe d'arrosage ;16/05/2024;machine6;16/05/2024 07:25;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;0,83333;Nettoyage circuit d'arrosage centre;16/05/2024;machine6;16/05/2024 07:40;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Electrique;0,23333;Redimerrer le machine + Vérifier les pilles de palpeur ;15/05/2024;machine6;15/05/2024 22:26;BROCHE HS : BLOQUEE;0;01-Broche ;;;;
Pneumatique;0,25;Changement raccord d'air de palettes ;15/05/2024;machine6;15/05/2024 07:00;FUITE D'AIR;0;10-Système pneumatique;;;;
Mécanique;0,5;Vérification bridage et débridage palette +Retour à l'état initial CPA;15/05/2024;machine1;15/05/2024 04:10;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Arrosage;0,53333;Nettoyage pompe d'arrosage de convoyeur et les filtres d'arrosage de convoyeur ;15/05/2024;machine6;15/05/2024 01:58;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;1;Refaire le tendage d'accouplement (moteur / vis à bille) + Faire le precharge sur le vis à bille ;14/05/2024;machine1;14/05/2024 09:30;BRUIT;0;021-Axe X;;;;
Mécanique;0,28333;Restauration des conditions de changement de palettes ;14/05/2024;machine1;14/05/2024 11:20;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;0,66667;Nettoyage les cones de bridage palette + Faire un essai;14/05/2024;machine1;14/05/2024 07:30;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;0,33333;Vérification l'état  de changement d'outil + prendre l'origine de COA ;14/05/2024;machine1;14/05/2024 01:05;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,66667;Nettoyage la porte COA + retour à l'état initial de changement d'outils;14/05/2024;machine1;14/05/2024 00:05;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;0,41667;Niveau du réservoir bag d'arrosage bas ;14/05/2024;machine6;14/05/2024 16:45;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;1; Réparer la Porte de CPA;14/05/2024;machine6;14/05/2024;BLOCAGE SUPPORT PALETTE / PALETTE;0;033-Equipements divers;;;;
Arrosage;0,41667;Changement les filtres d'arrosage centre;14/05/2024;machine1;14/05/2024 18:00;PROBLEME D'ARROSAGE;1215,52;04-Groupe d'arrosage;FILTER ELEMENT d'arrosage au centre NMV3/4  (FDYPTSF1012400W FILTER ELEMENT);M-F0043;2.0;1215,52
Mécanique;1,25;Bien emplacement pour les deux palette + dressage carter de changement de paltte ;14/05/2024;machine6;14/05/2024 06:45;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Divers;2,25;Vérification du PM 1815 (APC/APZ) de la tourelle + Nettoyer les deux capteurs de serr/ Desser tourelle + Vérification du fonctionnement;13/05/2024;machine5;13/05/2024 06:15;PROBLEME DE LA TOURELLE ;0;08-Tourelle;;;;
Mécanique;0,3;Les outils n'est pas calibrés;13/05/2024;machine3;13/05/2024 15:30;BRUIT;0;01-Broche ;;;;
Informatique;0,41667;Redemarrer la machine;13/05/2024;machine1;13/05/2024 05:55;PROBLEME RESEAU;0;031-CN;;;;
Arrosage;8,5;Nettoyage pompe d'arrosage au centre + nettoyage circuit pressostat;13/05/2024;machine2;13/05/2024 08:30;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Arrosage;0,33333;Nettoyage filtre d'arrosage centre +érifié la fonctionement d'arrosage centre;13/05/2024;machine2;13/05/2024 18:45;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;4;Retour preneur à l'état initiale + controle les deux capteurs de presence d'outils;13/05/2024;machine3;13/05/2024 03:00;BLOCAGE CHANGEMENT D'OUTIL;0;061-Magasin d'outils;;;;
Electrique;9,33333;Isolement du cable ventilateur ce qui la causé le court circuit ;13/05/2024;machine1;13/05/2024 09:20;PANNE ELECTRIQUE;0;03-Armoire électrique ;;;;
Mécanique;0,25;Retour etat initial de changement de paltte ;13/05/2024;machine1;13/05/2024 06:55;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Arrosage;0,33333;Nettoyage pompe d'arrosage + nettoyage les filtres de convoyeur ;13/05/2024;machine6;13/05/2024 12:50;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;0,5;Vérification pressosta + nettoyage connecteur de pressosta + amorssage la pompe d'arrosage au centre ;12/05/2024;machine2;12/05/2024 11:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;4,8;Débloque changement d'outil + retour à l'état initiale de changement d'outils;11/05/2024;machine4;11/05/2024 03:42;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;1,83333;Nettoyage magasin de changement d'outil + réparation la porte de changement d'outil+retour l'état initiale de preneur du changement d'outil;11/05/2024;machine3;11/05/2024 12:55;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
